card_name,category,prediction
Justice,love_in_relationship,ได้อย่าคาดหวังอะไรจากคนรักมากนัก เพราะเขาจะมีความเป็นตัวของตัวเองสูง อยากทำอะไรก็ทำ ไม่อยากทำก้ไม่ทำ ดังนั้นจะบังคับเขาได้ยาก ในคนที่เพิ่งเริ่มคบกันความสัมพันธ์จะดูเหมือนจริงจังสุด ๆ แต่ระยะยาวยังต้องดูไปก่อน หากแต่งงานแล้ว ถือว่าความสัมพันธ์ดีพอสมควร แต่คนรักอาจจุกจิกกับคุณจนน่ารำคาญได้
Justice,career,การงานในช่วงนี้จะมีปัญหาจุกจิกวุ่นวายอยู่ตลอด ทำให้คุณรู้สึกว่างานหนัก และอาจทำงานจนไม่ได้พักเลย ระวังการหักโหมงานมากเกินไปอาจทำให้ประสิทธิภาพในเรื่องงานของคุณลดลง ควรหาเวลาพักผ่อนบ้าง นอกจากนี้คุณจะรู้สึกว่าเจ้านายจู้จี้จุกจิกกับคุณอย่างมาก อาจจะเรื่องมากหรือต้องการความเนี้ยบในเรื่องงานสูง ทำให้คุณเบื่อหน่าย ถ้าหากมีงานที่เกี่ยวกับเอกสาร ต้องระวังความผิดพลาดเอาไว้ด้วย คนที่ทำธุรกิจของตัวเอง หรือเป็นคนทำงานอิสระ ระยะนี้คุณอาจมีปัญหากับลูกค้าได้เพราะลูกค้าจะค่อนข้างเรื่องมาก ดังนั้นต้องใช้ความอดทนสูงอยู่ซักหน่อย หากมีการติดต่อเรื่องเอกสารกันควรรอบคอบด้วยไม่งั้นอาจเสียเปรียบได้
Justice,finance,จะมีโชคเรื่องการเงินเข้ามาจากความสามารถของตัวคุณเอง การเงินในระยะนี้ถือว่ามีเข้ามาไม่ขาดมือ แต่ก็มีรายจ่ายที่ค่อนข้างสูงเช่นเดียวกัน ควรระวังการใช้เงินของตัวคุณเองด้วยเพราะคุณอาจซื้อของฟุ่มเฟือยมากจนเกินไป ถึงแม้ว่าจะยังไม่ได้เดือดร้อนในเรื่องเงินมากนัก แต่ก็ไม่ควรประมาท โดยรวมแล้วการเงินจะเป็นลักษณะเข้ามือซ้าย จ่ายมือขวา สามารถหมุนเงินได้ทันแต่จะไม่มีเงินเหลือเก็บเลยนั่นเอง สำหรับคนที่ทำธุรกิจของตัวเองอาจมีรายจ่ายจุกจิกเข้ามาเยอะทำให้คุณกังวลว่าจะหาเงินไม่ทัน แต่รายได้ที่เข้ามาก็เพียงพอที่จะทำให้คุณหมุนเงินในธุรกิจของคุณ เพียงแต่กำไรอาจจะเหลือไม่เยอะนัก
Justice,health,ต้องระวังอาการป่วยจุกจิกแบบเป็น ๆ หาย ๆ โดยเฉพาะโรคที่เกี่ยวกับบริเวณช่วงท้อง อาจเป็นพวกลำไส้ หรือระบบขับถ่ายก็ได้เช่นกัน สำหรับคนที่เจ็บป่วยอยู่ยังต้องดูแลให้ดีเพราะอาจจะยังไม่หายขาด แม้ว่าจะฟื้นตัวดีขึ้นแต่ก็มีโอกาสกลับมาป่วยได้อีก
Justice,personality,สันโดษ มีโลกส่วนตัว บ้างาน รักในเกียรติและศักดิ์ศรีของตนเอง ชื่อตรง ตรงไปตรงมา มีความยุติธรรม ทำตามกฎระเบียบ ตัดสินใจเด็ดขาดแน่วแน่ ยอมหักไม่ยอมงอ ไม่เอาเปรียบใคร และไม่ให้ใครเอาเปรียบ ไม่ชอบคนผิดสัญญา มักมีหน้าที่เป็นคนกลาง เป็นที่พึ่งที่ปรึกษาของผู้อื่น
Justice,education,สถานการณ์เรื่องการเรียนยังไม่ค่อยมีอะไรน่าเป็นห่วงมากนัก เพราะคุณจะมีความมุ่งมั่นมากกว่าในอดีต และมีแรงขับเคลื่อนที่จะพัฒนาผลการเรียนของตัวคุณเองให้ดีขึ้น อย่างไรก็ตามอย่าเปรียบเทียบตัวเองกับคนอื่นมากจนเกินไป เพราะจะทำให้รู้สึกแย่เปล่า ๆ ระวังมีความขัดแย้งเล็กน้อยกับอาจารย์ หรือเพื่อนร่วมชั้นเรียนของคุณ คุณอาจต้องลดความมั่นใจในตัวเองลงด้วย อย่าอีโก้สูงจนไม่ยอมรับฟังความคิดเห็นของคนอื่น ๆ ที่หวังดีกับคุณ หากมีการสอบในระยะนี้คุณจะสามารถทำออกมาได้ดีพอสมควร แต่อาจจะไม่ใช่จุดที่คุณพอใจมากนักเพราะคาดหวังไว้มากกว่านี้
Justice,luck,ระยะนี้ยังไม่ค่อยมีโชคลาภเข้ามามากนัก แต่หากมีอาจเป็นของฝากเล็ก ๆ น้อย ๆ มากกว่า การเสี่ยงโชคในระยะนี้มีโอกาสได้บ้างแต่ไม่มาก โอกาสประมาณ 40%
The Hanged Man,love_single,สถานการณ์ความรักในระยะนี้เป็นช่วงที่ค่อนข้างจะเปราะบางสำหรับคุณ คุณอาจจะรู้สึกเคว้งคว้าง และเหงาใจเป็นอย่างมาก ในคนโสด หากไปรักไปชอบใครอยู่มีเกณฑ์ที่จะอกหัก ผิดหวัง หรือเสียความรู้สึกจากคนที่คุณแอบรัก อาจจะรักข้างเดียวหรือถูกปฏิเสธมาก็ได้เช่นกัน
The Hanged Man,love_in_relationship,ต้องระวังการเรียกร้องจากอีกฝ่ายมากเกินไป ความสัมพันธ์อยู่ในช่วงเปราะบ้าง ต้องมีการปรับตัวเข้าหากันถึงจะ : ประคองความสัมพันธ์ให้ไปต่อได้ คุณอาจจะรู้สึกว่าคนรักไม่เข้าใจคุณเลย หรืออาจมีเรื่องเสียความรู้สึกจากคนรักของคุณ ต้องระวังการ ทะเลาะกัน หรือในบางคู่อาจรุนแรงถึงขั้นเลิกรากันก็ได้เช่นกัน
The Hanged Man,career,ในระยะนี้การงานจะไม่ค่อยได้ดั่งใจคุณมากนัก ทั้งในเรื่องของเนื้องานลังคมในที่ทำงาน คุณจะมีความอึดอัดใจและต้องปรับตัวกับสภาพแวดล้อมในเรื่องงานอยู่ตลอด คุณอาจมีความคิดที่อยากจะลาออก เปลี่ยนงานเพราะเบื่อหน่ายกับงานปัจจุบันที่ทำอยู่ แต่หากคุณสามารถปรับตัวให้เข้ากับสภาพแวดล้อมในที่ทำงานได้ คุณก็จะผ่านปัญหาต่าง ๆ ไปได้เอง ในคนที่คิดจะลาออกคุณควรหางานใหม่ให้ได้ก่อนค่อยลาออกจะดีกว่า เพราะยังไม่มีเกณฑ์ในเรื่องงานใหม่เด่นชัดนักในช่วงนี้ แต่หากคุณทำงานเกี่ยวกับวงการมายา หรือเบื้องหลังกองถ่าย ด้านนิตยสาร ก็จะถือว่างานช่วงนี้ไม่ค่อยมีปัญหามากนัก ราบรื่นดี
The Hanged Man,finance,การเงินในช่วงนี้จะเป็นช่วงที่ตึงเครียดอย่างมาก คุณอาจจะช็อตเงินและหมุนเงินไม่ทัน ทำให้วิตกกังวลใจเพราะรู้สึกเหมือนตัวคุณเองมืดแปดด้าน และคิดไม่ตกกับปัญหาทางการเงินที่เกิดขึ้น พยายามอย่าใช้จ่ายฟุ่มเฟือยในระยะนี้ และควรทำบัญชีรายรับรายจ่ายบ้าง เพื่อให้คุณได้รู้ว่ามีจุดอ่อนในการใช้เงินตรงไหน และจะได้ค่อย ๆ แก้ปัญหาไปทีละขั้นตอน นอกจากนั้นคุณต้องระวังปัญหาหนี้สินหรือการค้ำประกันให้คนอื่น ๆ หากมีคนมาขอร้องให้ช่วยค้ำประกัน คุณควรคิดพิจารณาให้รอบคอบ แต่ทางที่ดีอย่าค้ำประกันให้ใครจะดีกว่าเพราะมีแนวโน้มว่าคุณจะต้องมารับผิดชอบหนี้ที่เกิดขึ้นในภายหลัง อาจมีเกณฑ์เสียเงินเกี่ยวกับเรื่องสุขภาพของตัวคุณเอง หรือคนในครอบครัวก็ได้เช่นกัน เป็นช่วงที่ต้องระวังการใช้จ่ายให้มาก ๆ
The Hanged Man,health,ระยะนี้คุณควรระวังสุขภาพให้มาก ๆ มีโอกาสที่จะล้มหมอนนอนเสื่อ หรือเจ็บไข้ไม่สบายจนต้องพักฟื้นยาว หากไพ่ใบนี้ปรากฏขึ้นนั่นเป็นสัญญาณว่าคุณควรดูแลสุขภาพให้ดีกว่านี้ หรืออาจไปพบแพทย์เพื่อตรวจสุขภาพบ้าง
The Hanged Man,personality,มีความอดทนสูง มองโลกไม่เหมือนใคร มักมีไอเดียที่คนส่วนใหญ่คาดไม่ถึง หากชอบหรือตั้งใจทำสิ่งใดจะทุ่มเทไปอย่างสุดตัว ตั้งเป้าหมายแล้ว ไม่เปลี่ยนง่ายๆ จนกว่าจะสำเร็จ ชอบอะไรเก่าๆ สถานที่เก่า หรืออะไรที่คุ้นเคย ทำให้อุ่นใจ ยึดติดบางสิ่งที่มีคุณค่าทางใจ เป็นพวกอนุรักษ์นิยม ภักดีต่อคนที่ไว้ใจหรือองค์กรที่ตนสังกัด มักจะมีภาระที่ต้องแบกรับเยอะหรือโดนตีกรอบให้ต้องเดินตามทางที่คนอื่นวางไว้ให้
The Hanged Man,education,การเรียนในช่วงนี้จะค่อนข้างเครียด และหนักหนาสาหัสสำหรับคุณอย่างมาก คุณจะรู้สึกท้อและรู้สึกเหมือนว่าไม่ค่อยเข้าใจในวิชาเรียนบางวิชา ซึ่งคุณไม่ควรประมาท ถ้าหากว่าไม่เข้าใจคุณควรรีบปรึกษาอาจารย์หรือเพื่อน ไม่เช่นนั้นมันจะส่งผลให้คุณยิ่งไม่เข้าใจในการเรียนครั้งต่อ ๆ ไป หากมีการสอบในระยะนี้ คุณควรขยันเรียนรวมถึงทบทวนบทเรียนมาก ๆ ต้องระวังสอบตก มีโอกาสสูงที่คุณจะต้องมาสอบซ่อมเพราะประมาทกับวิชาเรียนบางวิชามากจนเกินไป นอกจากนั้นระวังความเครียดในเรื่องการเรียนส่งผลจนทำให้คุณป่วย หรือไม่สบายจากการนอนพักผ่อนไม่เพียงพอด้วย
The Hanged Man,luck,ระยะนี้ยังไม่มีโชคลาภใด ๆ เข้ามา ส่วนมากมักจะเป็นทุขลาภเสียมากกว่า หากมีโอกาสทำบุญก็ควรทำเพื่อให้เคราะห์ร้ายเบาบางลงบ้าง สำหรับโอกาสในการเสี่ยงนั้น 0%
Death,love_single,ระยะนี้คุณอาจจะมีความรู้สึกหดหู่และสิ้นหวัง สถานการณ์ต่าง ๆ ไม่เป็นไปตามที่คาดหวังเอาไว้ ทำให้สภาพจิตใจของคุณย่ำแย่อย่างมาก เป็นไปได้ว่าคุณอาจจะพบกับการสูญเสียในเรื่องความรักมา แล้วจะทำให้คุณแกร่งและเข้าใจความรักได้ดียิ่งขึ้น และยังทำใจไม่ได้ อย่างไรก็ตามขอให้คุณรู้ว่าเมื่อผ่านช่วงเวลาที่เลวร้ายนี้ไป
Death,love_in_relationship,คุณจะรู้สึกว่าคนรักทำให้คุณเหนื่อยใจอย่างมาก อาจมีข้อจำกัดจากคนรักหลายอย่างที่ทำให้คุณรู้สึกเบื่อหน่ายและเหนื่อยใจกันได้ ทางที่ดีควรใจเย็นให้มากเพราะคนรักมักจะไม่มีเหตุผลในช่วงนี้ ในบางคู่ต้องระวังมีเรื่องทะเลาะกันรุนแรง อาจถึงขั้นเลิกรา
Death,career,สถานการณ์ในเรื่องการงานช่วงนี้จะไม่ค่อยดีนัก คุณจะรู้สึกเบื่อหน่ายในเรื่องงานอย่างมาก อาจมีปัญหาบางอย่างในที่ทำงานเกิดขึ้นและทำให้คุณรู้สึกว่าคุณไม่สามารถจะอดทนทำงานปัจจุบันได้อีกต่อไป ในบางคนอาจมีความรู้สึกว่าอยากเปลี่ยนงานหรือลาออก แต่คุณควรคิดให้รอบคอบเพราะหากลาออกมากลางคันโดยที่ยังไม่ได้งานใหม่ คุณอาจว่างงานนานกว่าที่คิดได้ แต่หากสามารถอดทนไปก่อนก็มีแนวโน้มว่าสถานการณ์อาจจะดีขึ้น ในคนที่ทำธุรกิจส่วนตัวอาจจะประสบภาวะฝืดเคือง ค้าขายไม่ค่อยได้หรือมีปัญหากับคู่ค้า ยังต้องพยายามประคองกันไปก่อน นอกจากนี้ในบางรายหากไม่อึดพออาจถึงขั้นปิดกิจการได้เหมือนกัน
Death,finance,สถานการณ์ในเรื่องการเงินของคุณระยะนี้เป็นช่วงที่ต้องระมัดระวังอย่างมาก อาจมีปัญหาการเงินหรือค่าใช้จ่ายที่ต้องจัดการแต่ไม่สามารถหาเงินมาหมุนได้ทัน คุณจะรู้สึกเครียดและหดหู่เหมือนว่าไม่รู้จะแก้ไขกับปัญหาที่เกิดขึ้นอย่างไรดี ช่วงนี้คุณควรใจเย็นให้มากและพยายามมีสติ อย่ากู้ยืมเงินนอกระบบหรือทำเรื่องกู้ทั้ง ๆ ที่คุณรู้ว่าเกินกำลังที่จะใช้คืน เพราะจะทำให้เกิดปัญหาตามมาทีหลังอย่างแน่นอน ในคนทำงานประจำยังต้องประหยัด อย่าฟุ่มเฟือยเพราะมีโอกาสมีหนี้สินจากการใช้เงินโดยไม่ระวังได้ ถ้าหากคุณทำธุรกิจส่วนตัวอาจมีปัญหาโดนโกง โดนเบี้ยวเงิน ระบบการเงินในบริษัทย่ำแย่ ดังนั้นควรประคองตัวไปก่อนอย่าเพิ่งคิดจะลงทุนหรือทำอะไรเพิ่ม ควรเริ่มจากการลดค่าใช้จ่ายที่ไม่จำเป็นจะดีที่สุด
Death,health,ระวังมีปัญหาสุขภาพหนักจนต้องเข้าโรงพยาบาล ในบางคนอาจมีเกณฑ์ต้องผ่าตัด หากมีโอกาสให้ไปบริจาคเลือด หรือบริจาคโลงศพก็จะช่วยแก้เคล็ดในเรื่องสุขภาพได้ ในคนที่เจ็บป่วยอยู่ต้องระวังอาการทรุด ควรดูแลสุขภาพให้มาก ๆ
Death,personality,ภายนอกเข็มแข็งแต่จริงๆ เป็นคนขี้น้อยใจ รักแรง เกลียดแรง ซึ่งแรงทำอะไรทุ่มเทเต็มที่ เก็บเงินเก่งแต่เวลาใช้มักจะจ่ายเป็นก้อน มักจะต้องเปย์คนรักหรือครอบครัวอยู่เสมอ เป็นคนประสาทสัมผัสไว จับอารมณ์คนรอบข้างได้ดี ไม่ค่อยยึดติดกับสิ่งรอบข้าง สามารถปรับตัวและพึ่งพาตนเองได้ อาจต้องอยู่ไกลบ้าน ไกลคนรัก หรือเดินทางบ่อย
Death,education,คุณจะมีความเครียดและกดดันค่อนข้างมาก ระวังการโหมเรียนหนักจนเกินไปทำให้เจ็บป่วยหรือไม่สบายได้ด้วย ในบางคนจะรู้สึกว่าเบื่อและอยากลาออกกลางคัน ซึ่งอย่าใจร้อนวู่วามจนเกินไป เพราะอารมณ์นี้จะเป็นอยู่พักนึงแล้วก็จะหาย ดังนั้นหากใจร้อนรีบออกคุณอาจจะต้องมานั่งเสียใจและเสียดายทีหลัง หากมีการสอบอะไรในช่วงนี้ต้องระวังสอบตก หรือต้องสอบซ่อมไว้ด้วย ยกเว้นว่าเรียนคณะที่เกี่ยวกับการแพทย์จะถือว่าไม่ค่อยน่าเป็นห่วงนัก แต่ก็ไม่ควรประมาท ในคนที่ทำงานกลุ่มต้องระวังมีปัญหากับเพื่อนที่เรียนด้วยกัน เป็นช่วงเวลาที่รู้สึกว่ามีปัญหารุมล้อม แต่หากอดทนก็จะสามารถผ่านพ้นมันไปได้อย่างแน่นอน
Death,luck,ไม่ควรเสี่ยงโชคใด ๆ ในช่วงนี้เพราะมีแนวโน้มว่าจะเสียเงินหนัก หากมีโอกาสได้ไปทำบุญเสริมดวงก็จะดีมาก โอกาสในการเสี่ยงโชค 0%
Temperance,love_single,ในคนโสดคุณอาจจะต้องทำใจไปก่อนว่าระยะนี้ยังไม่ใช่จังหวะที่คุณจะพบความรัก หากไปแอบรักแอบชอบใครอยู่ยังไม่มีโอกาสสมหวังมากนัก ต้องเนียน ๆ นอกจากนี้หากว่าคุณชอบใครมานานแล้วยังไม่สมหวังเกิดขึ้นด้วย
Temperance,love_in_relationship,คุณต้องระวังเรื่องอารมณ์ของตัวคุณเองให้มาก เพราะอาจจะหงุดหงิดง่ายทำให้คนรักเบื่อหน่ายได้ ระยะเป็นช่วงเปราะบางในความสัมพันธ์ต้องพยายามอย่าผูกมัดหรือเรียกร้องจากคนรักมากนัก เนื่องจากมีแนวโน้มว่าจะมีปัญหาทะเลาะกันได้
Temperance,career,สถานการณ์ในเรื่องงานระยะนี้จะไม่ค่อยดีนัก คุณจำเป็นต้องอดทนกับอารมณ์ของคนในที่ทำงาน ซึ่งบางครั้งควรปล่อย ๆ ไปบ้างอย่าใส่ใจมากนัก เพราะจะยิ่งทำให้รู้สึกแย่กับงานที่ทำอยู่ ในบางคนที่ทำงานประจำจะมีอารมณ์เบื่อหน่าย หรืออยากลาออกจากงาน งานมักจะมีปัญหาเข้ามาให้แก้จุกจิกอยู่บ่อย ๆ หรือทำงานไปแล้วโดนแก้งานกลางคันก็ได้เช่นกัน นอกจากนี้อาจจะมีเรื่องให้เดินทางเกี่ยวกับเรื่องงาน เช่น ไปดูงานต่างจังหวัดหรือต่างประเทศ เป็นต้น สำหรับคนที่ทำธุรกิจของตัวเองระยะนี้ต้องอึดอย่างมาก เพราะคุณมีแนวโน้มจะเบื่อหน่ายหรือล้มเลิกกลางคันได้ หากผ่านช่วงนี้ไปได้สถานการณ์จะเริ่มดีขึ้นอย่างช้า ๆ
Temperance,finance,การเงินในระยะนี้จะไม่ค่อยได้ดั่งใจคุณเท่าไรนัก ออกแนวเข้ามือซ้าย-จ่ายมือขวา มีเงินเข้ามาให้หมุนตลอดแต่เก็บไม่อยู่เลยซักนิด คุณควรทบทวนพฤติกรรมการใช้เงินของตัวเองในระยะที่ผ่านมาดูบ้างว่าใช้เงินตามอารมณ์มากไปหรือไม่ เพราะหากไม่ระมัดระวังคุณอาจจะพบกับภาวะเงินช็อตได้ ในคนที่คิดจะลงทุนอะไรก็ตามในช่วงนี้ควรเลื่อนไปก่อน เพราะมีโอกาสเสียหายมากกว่าได้เงิน โดยเฉพาะหากมีความคิดจะร่วมหุ้นลงขันกับใครควรเช็คให้รอบคอบด้วยจะได้ไม่เสียใจทีหลัง สำหรับคนที่เป็นเจ้าของกิจการ ระยะนี้การเงินยังพอมีเข้ามาให้ใช้จ่ายอยู่ แต่ก็ไม่ควรประมาทเพราะเงินที่เข้ามาเป็นเงินหมุนซะส่วนมาก
Temperance,health,สุขภาพโดยรวมในช่วงนี้จะยังไม่ได้มีปัญหาอะไรมากมายนัก ส่วนมากมักจะเป็นเรื่องของอารมณ์ที่หงุดหงิดง่ายเป็นพิเศษ อย่างไรก็ตามคุณควรระวังอุบัติเหตุเล็ก ๆ น้อย ๆ บริเวณหน้าขาด้วย ในคนที่เจ็บป่วยไม่สบายอยู่จะเป็นช่วงที่ร่างกายกำลังปรับตัวให้ฟื้นสภาพกลับมาแข็งแรงอีกครั้ง ดังนั้นคุณควรพักผ่อนให้เพียงพอด้วย
Temperance,personality,ไม่ชอบอยู่นิ่ง ขี้เบื่อ ชอบการออกไปข้างนอก การเดินทางจึงมักจะอยู่ไม่ติดบ้าน ชีวิตมีการเปลี่ยนแปลงเสมอ เป็นคนกล้าคิด กล้าลองติดต่อสื่อสาร เจรจาเก่งประนีประนอม มีความคิดสร้างสรรค์ แต่อาจเปลี่ยนใจง่าย รักง่ายหน่ายเร็ว อารมณ์แปรปรวน ถ้าเพื่ออะไรก็จะเปลี่ยนทันที เพราะไม่ชอบการอดทนรอคอย หาเงินเก่งแต่เก็บเงินไม่อยู่ ต้องเก็บเงินเป็นทรัพย์สินเท่านั้น มีการหมุนเงินตลอดเวลา
Temperance,education,ควรระวังอารมณ์ที่ขึ้น ๆ ลง ๆ ของคุณให้มาก ๆ เพราะจะทำให้เกิดอารมณ์เบื่อหน่าย และรู้สึกไม่อยากจะใส่ใจเรื่องการเรียนในช่วงนี้ ในคนที่ทำงานเป็นกลุ่มควรระวังความคิดเห็นไม่ตรงกัน ทำให้ขัดแย้งกันได้ง่าย ควรใจเย็น ๆ และมองอะไรให้เป็นกลางจะดีที่สุด โดยรวมแล้วการเรียนในระยะนี้ก็ยังไม่ถึงกับย่ำแย่ แต่อาจจะขาดสมาธิได้บ่อย ๆ นอกจากนั้นการพักผ่อนที่ไม่เพียงพอก็อาจส่งผลกระทบกับผลการเรียนของคุณอีกด้วย หากมีการสอบอะไรในช่วงนี้ต้องระวังให้มาก ๆ เพราะมีโอกาสได้คะแนนน้อยแบบไม่คาดคิดมาก่อน ดังนั้นควรเตรียมตัวให้ดี ๆ
Temperance,luck,โดยรวมแล้วยังไม่ค่อยมีโชคลาภใด ๆ เข้ามามากนัก ดังนั้นอย่าเพิ่งเสี่ยงโชคในระยะนี้จะดีกว่า โอกาสในด้านของการเสี่ยงโชคถือว่าไม่มีเลย คิดเป็น 0%
The Devil,love_single,ในคนโสดหากพบใครเข้ามาในช่วงนี้ต้องเช็คให้ดีว่าเขามีเจ้าของแล้วหรือยัง เพราะมีโอกาสจะเจอรักซ้อนได้ นอกจากนั้นหากจะศึกษา ดูใจกับใครควรใช้ระยะเวลานานซักหน่อยจะดีกว่า เพราะมีโอกาสที่จะเจอคนไม่จริงใจเข้ามาสูง หรืออาจจะเจอคนประเภทหวังคบคุณ เล่น ๆ ก็ได้เช่นกัน
The Devil,love_in_relationship,ในช่วงนี้คุณอาจจะรู้สึกระแวงหรือไม่เชื่อใจคนรักได้บ่อยครั้ง หรืออาจเป็นตัวคนรักเองที่ขี้หึงและระแวงคุณมาก จนเกินไป จนทำให้เกิดความไม่เชื่อใจในตัวอีกฝ่ายและทะเลาะกันได้ นอกจากนั้นคุณจะรู้สึกว่าความสัมพันธ์ระหว่างคุณกับคนรักเต็มไป ด้วยความลุ่มหลงในกันและกัน แต่บทจะมีปัญหาขัดแย้งกันก็มีปัญหากันอย่างรุนแรงทีเดี๋ยว
The Devil,career,คุณจะรู้สึกว่าระยะนี้งานของคุณค่อนข้างจะล้นมือ จนแทบไม่มีเวลาพักผ่อน หรือในบางคนอาจจะรู้สึกว่าทำงานหนักเกินค่าตอบแทนที่ได้รับ นอกจากนั้นยังมีปัญหาหลายอย่างเข้ามาให้จัดการจนปวดหัว ในการทำงานอาจจะไม่ค่อยราบรื่นมากนัก แต่ถ้ามีการใช้เส้นสาย หรือใต้โต๊ะก็อาจช่วยให้การทำงานของคุณราบรื่นขึ้นได้(แต่ถ้าไม่จำเป็นก็อย่าทำจะดีกว่า) คนทำงานส่วนตัวต้องระวังการมีปัญหากับหุ้นส่วน การโดนโกง โดนผิดสัญญา รวมถึงอาจมีปัญหาด้านเอกสารเกิดขึ้น หากมีการร่วมทุนทำการค้าร่วมกัน คุณควรตรวจสอบเอกสารให้ดี ๆ ด้วยเพราะจะเสียเปรียบในภายหลัง
The Devil,finance,คุณจะรู้สึกเครียดในเรื่องของการหมุนเงินมาก รวมทั้งอาจจะมีปัญหาการเงินเกิดขึ้นจากการใช้จ่ายอย่างไม่ระมัดระวังด้วย ควรระวังใจของตัวเองให้ดี ๆ เพราะจะมีอารมณ์อยากได้ของฟุ่มเฟือย หรือใช้เงินซื้อของที่ไม่จำเป็นเท่าไรนัก ซึ่งคุณจะมานั่งเสียใจทีหลังได้ ในคนที่ใช้บัตรเครดิตควรระวังการใช้เงินเกินตัวจนทำให้เกิดหนี้สินด้วย หากในระยะนี้จำเป็นต้องร่วมหุ้นลงทุนทำธุรกิจกับใคร ควรเว้นระยะไปก่อนและควรตรวจดูข้อเสนอให้ดี เพราะจะมีปัญหากันได้ในภายหลัง สำหรับคนทำธุรกิจส่วนตัวต้องระวังโดนเบี้ยวเงิน โดนโกง หรือลูกค้าจ่ายเงินล่าช้าทำให้เครียดมาก ดังนั้นควรรอบคอบในเรื่องเงินให้มากเป็นพิเศษ
The Devil,health,"เรื่องสุขภาพนั้นควรระมัดระวังอุบัติเหตุเล็ก ๆ น้อย ๆ บริเวณหัวเข่า,กระดูกหัวเข่า โรคเครียดหรือคิดมากจนเกินไป ในคนที่เจ็บป่วยอยู่ต้องระวังอาการเรื้อรังอาจจะทำให้หายช้ากว่าปกติ ดังนั้นควรดูแลสุขภาพมากเป็นพิเศษในระยะนี้"
The Devil,personality,แต่งตัวเก่ง ภายนอกดูดี เจ้าชู้ เจ้าเสน่ห์ น่าเชื่อถือ มีความมุมานะ จึงก้าวหน้าได้ไวใจถึง กล้าได้กล้าเสีย อารมณ์รุนแรง ใจร้อน รักแรง เกลียดแรง อยากได้อะไรต้องได้ ทำทุกอย่างเพื่อให้ได้สิ่งที่ต้องการ แต่เป็นคนวางแผนชั่งน้ำหนักในหัวก่อน ถ้าอะไรดูแล้วไม่คุ้มจะไม่ลงมือ ชอบความเสี่ยง (ที่คาดว่าตนเองจะได้แน่ๆ) หวังสูง รสนิยมดี ใช้เงินเก่ง ชอบอะไรจะชอบแบบสุดๆ จนโงหัวไม่ขึ้น
The Devil,education,ในระยะนี้ยังต้องระวังเรื่องการเรียนให้มาก คุณจะรู้สึกว่ามีสิ่งล่อตาล่อใจเต็มไปหมด ทำให้เสียสมาธิกับเรื่องเรียนได้ง่ายเป็นพิเศษ ในคนที่มีกิจกรรมในชั้นเรียน เช่น ชมรมฯลฯ ต้องระวังทุ่มเทเวลาให้กิจกรรมเหล่านั้นมากเกินไป จนทำให้ไม่มีเวลาใส่ใจเกี่ยวกับบทเรียนมากนัก คนที่ทำงานกลุ่มต้องระวังโดนเพื่อนในกลุ่มเอาเปรียบได้ ทำให้เสียความรู้สึกอย่างมา หากมีการสอบในช่วงนี้อย่าทุจริตหรือแอบจดโพยเข้าไปอย่างเด็ดขาดเพราะจะโดนจับได้อย่างแน่นอน ในการสอบหากเตรียมตัวมาดีจะผ่านฉลุยได้คะแนนเป็นที่น่าพอใจ แต่หากไม่เตรียมตัวหวังพึ่งโชคพึ่งดวงจะมีโอกาสต้องสอบซ่อมรอบสอง
The Devil,luck,ระยะนี้ด้านโชคลาภจะยังไม่มีเข้ามามากนัก หากมีโชคเข้ามามักจะมีข้อเสนอหรือเงื่อนไขบางอย่างพ่วงมาด้วยมากกว่า แต่โอกาสในการเสี่ยงโชคยังพอมีลุ้นอยู่บ้าง ประมาณ 30%
The Tower,love_single,คุณอาจจะพบกับความผิดหวังโดยที่ไม่ทันตั้งตัวเอาไว้ หรือรู้สึกว่าความคาดหวังที่มีในเรื่องความรักนั้นมันพังทลายลงมาหมด ไม่เหลือ อะไรอยู่เลย คุณจะรู้สึกว่าคนที่คุณแอบรักอยู่นั้นมีท่าทีที่เป็นการปฏิเสธตัวคุณ ทำให้รู้สึกเศร้ามากทีเดียว ในคนที่ยังโสดและยังไม่ถูกใจ ใครคงต้องรอไปก่อน เพราะยังไม่ใช่จังหวะของคุณ
The Tower,love_in_relationship,ระยะนี้คุณต้องระมัดระวังเรื่องของอารมณ์ตัวคุณเองให้มาก ๆ มีแนวโน้มว่าอาจจะระเบิดอารมณ์ใส่คนรักได้ นอกจากนี้การหึงหวงหรือระแวงคนรักมากเกินไปก็อาจจะเป็นชนวนที่ทำให้ทะเลาะกันได้อย่างหนักอีกด้วย โดยรวมแล้วเป็นช่วงที่ความ สัมพันธ์เปราะบาง ต้องใจเย็นให้มาก
