card_name,category,prediction
The Moon,personality,"The Exterior is strong, but deep, Sensitive, no longer, lonely, considerate, compassionate, thinking, anxiety, panic, fear of unfamiliar Things. Wan Relly on the Mind Love Anyone Will Be Add to that Person. WHO WHO WILN FIGHT BACK ESTEAD (Secretly Fighting Quiety) There Are Always PEOPLE HELPING WAS CHEERING BECAUSE OF BEING WAK BRAVE ENOVGH WAT TO BEA BEA BEACECTETATE STURONG SIDETETETETETETETETETETETETETETETETATE SCETETETETETETATE THE THE THE BEA BEITETETATE THE THE Finances Up and Down According to Emotions"
The Moon,education,"You may have a lot of stress and pressure on education. As Well As May Not Be Understood in Some Subjects that you are not good at you. In this period, it is likely that you will bring OTHER Problems to Worry about Your Own Studies. ITRE IN EXAM IN THIS PHASE, Be Careful to Get a Bad Score or Fail the Exam. There is a chance to take the secret. Therefore, You Should Be Diligent in Reading Books and Reviews Lessons Than It is. In Addition, You Should Be too Careful Sleeping, What Cauuses You to Not Concentrate on Studying As It Should Be."
The Moon,luck,"In this period there will be no fortune, so don't be greedy and do not Expect any of the proposals. In Addition, There Are Criteria to Be Betrayed Or Deceived. Should Bee Rey Careful About The Matter of Gamble, Should Not Gamble at All 0% Risk"
The Sun,card_name,The Sun
The Sun,love_single,"IT was a time when there was a new opport Unity for Love. If in the Past you have been disappoInted before it is likely to Meet People Who come to make the heart Feel Warm Again. In Single People, This Card is Considered Luck for Love for You. It is a charm in you."
The Sun,love_in_relationship,"Overall, Ite is a Time When the Relationship Between You and the Lovers Are Refrehered, with Each Other, and There Are Expectations to Be Dating All The Time. It is ALSO EAGER TO PUSH THE OTHER PARTY TO SucceEd in Oother Areas Ares Well. For Those Who are Married, IF Not ContracePtive, There Will Be A Chance to Have Children."
The Sun,career,This period will be the period that you have the oportduity to progress in the filmthereds that are curredtly being done. Trusted by the Boss at Work or May Be Promoted Promote Adjust The Salary As Appropriate. There Will Be New Jobs for You to Be Responsible. What You will be Able to do it well making it acceted by Those Around you. But May ALSO BE CAREFUL BECAUSE There is a Chance to Be Offended As Well for Those Who Do their Own Business You may have a new project. Or New Ideas about Your Business What The Opport Unity to Pro Great in A Good Direction Including You will Be Famous in Your Field. There Are More People Who Know Your Organization.
The Sun,finance,"You will have financial fortune. The Will Be OBTInced from your Past Had Financial Problems That Were Anxious IT Will Be Considered to Be Resolder Direction. You will have a Financial Luck Without Dreaming. May NOT BE MUCH, But Satisfed to a Certain Extain in PEOPLE WHO WAITING for Financial News Will Receive Good News or Someone Has Borowed Your Money, Will Hve The Oport Unity to Return ASE WHO WHO WHININT ORORONIS Own Business Will Be A Rhythm that Has Quite A Lot of Money INTO The System IT is a Merchant, It is Considered to Be Selling Well, Profits, Orone WHOHO The IDEA WAT TO BUTEND OTIND OTINESS, TONE TONE TONE TONE TONE TONE TONE TONE THE Well."
The Sun,health,"Overall, your health is a good. There is no problem. There May Be a Slight Headache. IN PEOPLE WHO WANT TO HAVE Children During this Period, The Body is Complete. Makes It Easy to Have Children People Who are Sick and Sick Will Recover. Come Back Strong Again"
The Sun,personality,"Personality, Cheerful, Clear, Easy to Laug, Easily, Confident in You arerself, diligent. Anyone Who Meets is Refreshing. Looking at the World in Terms of Positive Energy, IT is Not Eager to Do Activities. Like being in a fun atmosphere have creative Ideas, Good Ideas As the Center of Those Around You Some Angles are like children. CAN'T CEP THE SECRET, The Lampshade is Impaient Like a Child Show Off and Trust People Easily."
The Sun,education,"Your Situation in Your Studies is likely to improve. IN THE PAST, Your Academic Performance Fell Can Be Happy That This will Start Better Slowly. What to Be Careful in this period is that you may be too confident in youself. I think I'm good. Or Cool Enough This Kind of Idea will make you not develo youself. And not as diligent as is should be therefore should change the Idea Again IFTRE is a test in this period, there is a high chance of passing. However, Do not be careless. Please Do IT Fully, and the Academic Results Will Definitely Come Out Than Expectd. IN PEOPLE WHOO WHOO TO Compete in Various Competitions or Entrance Exams, Will Definitly Take The Exam IF You are not lazy."
The Sun,luck,"There Will Be Fortune in Love. Or Have Luck from Children in People Who are Thinking of Gamble, There is a change to win. THE OPPORTUNITY TO GAMBLE ABOUT 50%"
Judgement,card_name,Judgement
Judgement,love_single,"This Card often Indicates Uxpeted Love. Or suddenly met in a Single Person, You have the Opportunity to Meet Someone without Expected. And Have the Opportunity to Learn to Study the Other Person's Temprament Make The Relationship Program To Make the Relationship Progress"
Judgement,love_in_relationship,"It will be a time when you feeling If in the Past, you have an unresolved matter, theen there will be a change to clean. You may have to accet that your lover dosn't Have Much Time to Pay Attation to You, But That Dosn't Mean that He Loves You Less. Only He May Have Many Burdens, So You don't care about you. IN A DIST PAIR, There Will Be A Chance to Come Back Together."
Judgement,career,"There May Be A Sudden Change of Work. Or There Is News About Work As Well As May Have Old Problems or Old Works that Have Been Completed and Thehen Demolished Back to Fix Again. BECAUSE He HE HE HAD THE OPPORTUNITY TO RECIVE Helm Adults in Addition, IT May MeTHing To Decide What to Do With Your Own Working Life. However, Please Let You Know That This Decision Will Affect Your Future as well. What Cannot Be Said To Be Good or Bad But It is some to face to it. Personal Worket May The Idea that the They Want to Improve their Business in Place."
Judgement,finance,"There May Be A Sudden Change of Work. Or There Is News About Work As Well As May Have Old Problems or Old Works that Have Been Completed and Thehen Demolished Back to Fix Again. BECAUSE He HE HE HAD THE OPPORTUNITY TO RECIVE Helm Adults in Addition, IT May MeTHing To Decide What to Do With Your Own Working Life. However, Please Let You Know That This Decision Will Affect Your Future as well. What Cannot Be Said To Be Good or Bad But It is some to face to it. Personal Worket May The Idea that the They Want to Improve their Business in Place."
Judgement,health,"Overall, your health is a very worrisome. But Must Be Careful of the Disease Related to the Head Such As Various Headaches. IN Addition, IFTEY HAVE HAVE HAD A DISEASS BEFORE THE OLD DISEASEAST Used to Be Returned Again in PEOPLE WHO SICK, IT Still Take to Recover. The Symptoms Will Improve Slowly."
Judgement,personality,"Life has changed, enthusiastic, active, mouth and heart. May Bemewhat Ranting, But in Truth, Hiving Fun Talking, Talkative, Negotiating, Good Heart, Likes to Encourage Others It is Known to Society Around. Be Revealed A Good Persuction Do Something Dare to Dare Do not Do Anything Wrong. BECAUSE OF THE ROCKET KARMA Soon Will Be EXPOSD SOMETIMES IT May Look Mysterious and Difficult to Understand. Hard Access When Angry, IT is very Scary."
Judgement,education,"In the Past, You may find that you are indifferent or letting time in vain. But Where This Card Appears, IT often Indicates that you have grown into adults. Have More Thought and Conscious Than in the Past you will have a feeling that you want to develo your own learning better. There May Be a Special School Decision. As Well As Studying According to Various Training Court As Well. Or the Institute you studied the will help you. People Working in Groups with Friends Are Considered Smooth. Notomy Problems IFTE AN Exam, Do Not Rely on Luck. IF Diligent and Prepared Well Enough, You Can DefinIitly Do IT. But IF Lazy, Prepare to Fix it"
Judgement,luck,"You may have a fortune in unexpented. IF Expecting, May Not Be with Expecting The Risk is Considered Not Much. Approximately 40%"
The World,card_name,The World
The World,love_single,"Single People, You Will Have the Opportunity to Find a Love. Or May Mean You Have Broken Up with Someone for A While and Meet New People Who Come Into Your Life. However, Tree to Open Your Heart BECASE IN THE BEGINNING YOU MAY NE BE WORESTED in Him Than You Think. But Where Triing To Talk, IT is likely to be compati."
The World,love_in_relationship,"IT May Be A Period When Both of You Have to Sit and Review about the Relationship in The Relations in The Relations to Move Forward. IF Not More Advanced, IT May Break Up for Someons. As for the Couples that Have Been Together for a Long Time, The Relationship is a STILL Smooth and Good, There Are Travel, Traveling Together or You may have Love Lovers Far Away. (Foreign People)"
The World,career,"During this period, you will have the feeling that you want your work to get in place more, such as getting a new job. Or Get New Responsible That Makes You Progress Overall, You Have a Desire to Be More Stable Than The Present. INRE PEAPLE ,TERE MAY Be Ideas that Wan Change the Work. Or Resign to Start a New Job May Be Both A New Work or Go Out to Do Your Own Business As Well Which, if you make a good decision, Do NOT WON WOWCAUSE OF THIS SITIFA WHEN THE IT ALOK BAST THE PAST THE PAST ELSON THAT WAKE MAK MAKE Grow and Stronger. PEOPLE WHO DO their Own Business, IF Done for a Long Time, Will Start to Be More Stable. But IF Just Doing The First Part, Will Feel Tire and Wan Stop Doing Howver, Please Be Patient. DON'T Just give up."
The World,finance,"Your financial situation is not good. But at A Level that is Not Difficult or in Trouble About Finance at this Stage Some PEOPLE MAY IDEAS TO IDEST in Real Estate or Land to Buy Houss that are store. Which IF You Don't Financial Burden Can Buy Who Are Waiting for Financial News May to Wait a long time. But also have a change as for those who have been borowed, there are some optunities. But So Long that you may have forgotten to get a refund people who do Personal Business May Ideas that want to expand your business. But Should Wait for the First Time BECAUSE THE FINANCES ARE NOTE Rey Smooth"
The World,health,"Overall, IT's Note very Worrisome. But Must Be A Little Careful of the Back Pain There May Be Pain In Periodic People Who Are Sick Will Definitly Have a Good Chance of Healing, But It May Be Slow, So Should Take Care of Health"
The World,personality,"Bored Easily Like Change Like Traveling Modern, Adaptable to the World in Time is the Leading Trend Leading The Trend Always Alerert Doing Doing Fast Fast, The Eyes Are Quick Everywhere, Namely Home. Everyone is Independent Friend, Making a Good Living. Catching Anything is a lot of gold. Not at Home"
The World,education,"You will have a Continuous Mood, Not Much Light in Studying. In Particular, Some People May Feel that the Cables that you have studied are not suitable for you. Wan Xu Or want to change the Call to Study Otter Howver, Should Think Well, BECAUSE IF You Decide, You Can, Come to Fix Anything. ITRE Is Any Exam in this Period, IT Must Be Self -RELIANT. DON'T BE TOO LAZY OPE for OTHER PEOPLE. BECAUSE There is a chance that you have to take the Repair Exam IF NOT Read ENOUGH BOONUGH BOONLE WHO HAVE STUDIED UNTIL THE END MAY YOU BE ENCOURAGED THAT IRRE FULLY DILIGENT THIS YEAR YEAR YEAR. So don't Just give up"
The World,luck,"During this Period, The Fortune That Has Occurred often From Your Own Efforts and Diligence. The Chances of Gamble Still Have a Little Bit of Hope But Not. Approximately Not More than 20%"
